Date,HDFCBANK.NS,ICICIBANK.NS
2022-02-14,700.947021484375,731.1036987304688
2022-02-15,721.922607421875,752.7836303710938
2022-02-16,720.947509765625,741.1433715820312
2022-02-17,716.5479125976562,727.8541259765625
2022-02-18,719.3303833007812,726.4475708007812
2022-02-21,723.9677734375,731.8312377929688
2022-02-22,718.5454711914062,728.7756958007812
2022-02-23,713.8843383789062,722.2765502929688
2022-02-24,675.1199340820312,686.1917724609375
2022-02-25,692.5758056640625,708.1627807617188
2022-02-28,678.3780517578125,720.4334716796875
2022-03-02,653.6448364257812,693.4183959960938
2022-03-03,652.0989990234375,677.3646240234375
2022-03-04,649.9586791992188,667.4219360351562
2022-03-07,630.1246337890625,634.1502685546875
2022-03-08,631.5515747070312,645.06298828125
2022-03-09,652.17041015625,647.4395751953125
2022-03-10,662.4203491210938,656.3152465820312
2022-03-11,664.3704833984375,657.5762939453125
2022-03-14,686.1309204101562,675.2791137695312
2022-03-15,677.307861328125,676.443115234375
2022-03-16,688.79443359375,686.7738037109375
2022-03-17,703.9673461914062,698.5110473632812
2022-03-21,707.0350952148438,689.44140625
2022-03-22,710.6737670898438,696.6680297851562
2022-03-23,703.5867919921875,696.7650146484375
2022-03-24,686.178466796875,683.0877685546875
2022-03-25,680.5897216796875,678.2861328125
2022-03-28,681.493408203125,689.0533447265625
2022-03-29,690.530517578125,693.8549194335938
2022-03-30,702.4928588867188,708.9873657226562
2022-03-31,699.3535766601562,708.4052124023438
2022-04-01,716.3101196289062,714.1768798828125
2022-04-04,788.0361938476562,724.216552734375
2022-04-05,764.944091796875,719.5604248046875
2022-04-06,737.6423950195312,719.366455078125
2022-04-07,721.4231567382812,726.108154296875
2022-04-08,720.42431640625,731.685791015625
2022-04-11,711.6250610351562,736.8268432617188
2022-04-12,710.3646240234375,740.9493408203125
2022-04-13,696.78515625,739.3974609375
2022-04-18,663.7283935546875,735.080810546875
2022-04-19,638.4006958007812,743.3259887695312
2022-04-20,644.156005859375,732.8982543945312
2022-04-21,653.6923828125,739.4943237304688
2022-04-22,644.774169921875,725.2351684570312
2022-04-25,649.6019287109375,729.648681640625
2022-04-26,652.5985107421875,731.1522216796875
2022-04-27,652.8363647460938,714.6134033203125
2022-04-28,652.2655029296875,724.7501220703125
2022-04-29,658.5676879882812,721.0155639648438
2022-05-02,667.6522827148438,718.7844848632812
2022-05-04,644.9644165039062,702.5366821289062
2022-05-05,643.5137329101562,706.9502563476562
2022-05-06,626.699951171875,697.6865234375
2022-05-09,627.7701416015625,689.0533447265625
2022-05-10,637.8536987304688,689.974853515625
2022-05-11,641.4447631835938,692.7879638671875
2022-05-12,626.9856567382812,674.9395751953125
2022-05-13,621.35595703125,657.042724609375
2022-05-16,627.9719848632812,662.5233154296875
2022-05-17,632.2544555664062,688.7138671875
2022-05-18,632.206298828125,686.143310546875
2022-05-19,619.2869873046875,669.6044921875
2022-05-20,635.5985107421875,688.27734375
2022-05-23,627.4428100585938,689.7323608398438
2022-05-24,634.6361694335938,686.9193725585938
2022-05-25,639.375732421875,691.9634399414062
2022-05-26,657.6119995117188,706.6592407226562
2022-05-27,669.8095703125,717.6204223632812
2022-05-30,674.3807373046875,726.0596313476562
2022-05-31,668.3179321289062,730.2791137695312
2022-06-01,671.1567993164062,730.085205078125
2022-06-02,666.4654541015625,727.2720947265625
2022-06-03,664.1558837890625,721.9855346679688
2022-06-06,663.2656860351562,724.362060546875
2022-06-07,655.63916015625,713.2069091796875
2022-06-08,657.9487915039062,707.6292114257812
2022-06-09,662.9048461914062,710.7817993164062
2022-06-10,650.1057739257812,698.4141235351562
2022-06-13,638.317138671875,667.3734130859375
2022-06-14,631.2921142578125,664.9484252929688
2022-06-15,629.1027221679688,666.6459350585938
2022-06-16,616.520263671875,658.1583251953125
2022-06-17,620.5861206054688,666.2578735351562
